# This autogenerated file contains solubilities of CO2 and H2O in a respective fluid system.
# The values have been calculated by means of (11)-(14) in https://doi.org/10.1016/S0016-7037(03)00273-4.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min phase pressure = 101325.0, max phase pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C], phase pressure [Pa],         y_H2O [-],         x_CO2 [-]
 1.63818181818e+02,   7.99198643216e+07, 6.58334671017e-02, 5.60598971691e-02
 1.63818181818e+02,   8.04218677136e+07, 6.58278681070e-02, 5.61424914548e-02
 1.63818181818e+02,   8.09238711055e+07, 6.58223911567e-02, 5.62239480320e-02
 1.63818181818e+02,   8.14258744975e+07, 6.58170357875e-02, 5.63042808770e-02
 1.63818181818e+02,   8.19278778894e+07, 6.58118014994e-02, 5.63835037535e-02
 1.63818181818e+02,   8.24298812814e+07, 6.58066877576e-02, 5.64616302174e-02
 1.63818181818e+02,   8.29318846734e+07, 6.58016939955e-02, 5.65386736185e-02
 1.63818181818e+02,   8.34338880653e+07, 6.57968196160e-02, 5.66146471045e-02
 1.63818181818e+02,   8.39358914573e+07, 6.57920639939e-02, 5.66895636242e-02
 1.63818181818e+02,   8.44378948492e+07, 6.57874264781e-02, 5.67634359299e-02
 1.63818181818e+02,   8.49398982412e+07, 6.57829063922e-02, 5.68362765819e-02
 1.63818181818e+02,   8.54419016332e+07, 6.57785030377e-02, 5.69080979502e-02
 1.63818181818e+02,   8.59439050251e+07, 6.57742156944e-02, 5.69789122191e-02
 1.63818181818e+02,   8.64459084171e+07, 6.57700436225e-02, 5.70487313891e-02
 1.63818181818e+02,   8.69479118090e+07, 6.57659860642e-02, 5.71175672805e-02
 1.63818181818e+02,   8.74499152010e+07, 6.57620422442e-02, 5.71854315369e-02
 1.63818181818e+02,   8.79519185930e+07, 6.57582113720e-02, 5.72523356273e-02
 1.63818181818e+02,   8.84539219849e+07, 6.57544926422e-02, 5.73182908503e-02
 1.63818181818e+02,   8.89559253769e+07, 6.57508852364e-02, 5.73833083362e-02
 1.63818181818e+02,   8.94579287688e+07, 6.57473883237e-02, 5.74473990501e-02
 1.63818181818e+02,   8.99599321608e+07, 6.57440010620e-02, 5.75105737953e-02
 1.63818181818e+02,   9.04619355528e+07, 6.57407225989e-02, 5.75728432157e-02
 1.63818181818e+02,   9.09639389447e+07, 6.57375520725e-02, 5.76342177991e-02
 1.63818181818e+02,   9.14659423367e+07, 6.57344886123e-02, 5.76947078796e-02
 1.63818181818e+02,   9.19679457286e+07, 6.57315313401e-02, 5.77543236406e-02
 1.63818181818e+02,   9.24699491206e+07, 6.57286793706e-02, 5.78130751174e-02
 1.63818181818e+02,   9.29719525126e+07, 6.57259318122e-02, 5.78709722002e-02
 1.63818181818e+02,   9.34739559045e+07, 6.57232877673e-02, 5.79280246369e-02
 1.63818181818e+02,   9.39759592965e+07, 6.57207463338e-02, 5.79842420346e-02
 1.63818181818e+02,   9.44779626884e+07, 6.57183066048e-02, 5.80396338635e-02
 1.63818181818e+02,   9.49799660804e+07, 6.57159676692e-02, 5.80942094592e-02
 1.63818181818e+02,   9.54819694724e+07, 6.57137286132e-02, 5.81479780243e-02
 1.63818181818e+02,   9.59839728643e+07, 6.57115885194e-02, 5.82009486318e-02
 1.63818181818e+02,   9.64859762563e+07, 6.57095464681e-02, 5.82531302272e-02
 1.63818181818e+02,   9.69879796482e+07, 6.57076015380e-02, 5.83045316303e-02
 1.63818181818e+02,   9.74899830402e+07, 6.57057528057e-02, 5.83551615388e-02
 1.63818181818e+02,   9.79919864322e+07, 6.57039993465e-02, 5.84050285294e-02
 1.63818181818e+02,   9.84939898241e+07, 6.57023402353e-02, 5.84541410603e-02
 1.63818181818e+02,   9.89959932161e+07, 6.57007745459e-02, 5.85025074736e-02
 1.63818181818e+02,   9.94979966080e+07, 6.56993013523e-02, 5.85501359973e-02
 1.63818181818e+02,   1.00000000000e+08, 6.56979197282e-02, 5.85970347480e-02
 1.65828282828e+02,   1.01325000000e+05, 6.87916732125e+00, -1.50068412432e-03
 1.65828282828e+02,   6.03328391960e+05, 1.17508932642e+00, -2.63198011530e-04
 1.65828282828e+02,   1.10533178392e+06, 6.52468613535e-01, 9.46613762897e-04
 1.65828282828e+02,   1.60733517588e+06, 4.56486756206e-01, 2.12924418795e-03
 1.65828282828e+02,   2.10933856784e+06, 3.53935928824e-01, 3.28518993774e-03
 1.65828282828e+02,   2.61134195980e+06, 2.90935525273e-01, 4.41495027350e-03
 1.65828282828e+02,   3.11334535176e+06, 2.48356368014e-01, 5.51902600082e-03
 1.65828282828e+02,   3.61534874372e+06, 2.17693939390e-01, 6.59791849168e-03
 1.65828282828e+02,   4.11735213568e+06, 1.94591382012e-01, 7.65212877997e-03
 1.65828282828e+02,   4.61935552764e+06, 1.76585783169e-01, 8.68215673743e-03
 1.65828282828e+02,   5.12135891960e+06, 1.62179934090e-01, 9.68850033687e-03
 1.65828282828e+02,   5.62336231156e+06, 1.50411278394e-01, 1.06716550069e-02
 1.65828282828e+02,   6.12536570352e+06, 1.40632820216e-01, 1.16321130819e-02
 1.65828282828e+02,   6.62736909548e+06, 1.32393604789e-01, 1.25703633485e-02
 1.65828282828e+02,   7.12937248744e+06, 1.25369692800e-01, 1.34868906891e-02
 1.65828282828e+02,   7.63137587940e+06, 1.19322377597e-01, 1.43821758190e-02
 1.65828282828e+02,   8.13337927136e+06, 1.14071874989e-01, 1.52566951145e-02
 1.65828282828e+02,   8.63538266332e+06, 1.09480189329e-01, 1.61109205232e-02
 1.65828282828e+02,   9.13738605528e+06, 1.05439626928e-01, 1.69453195502e-02
 1.65828282828e+02,   9.63938944724e+06, 1.01864898114e-01, 1.77603553066e-02
 1.65828282828e+02,   1.01413928392e+07, 9.86875645267e-02, 1.85564866085e-02
 1.65828282828e+02,   1.06433962312e+07, 9.58520574029e-02, 1.93341681109e-02
 1.65828282828e+02,   1.11453996231e+07, 9.33127716376e-02, 2.00938504594e-02
 1.65828282828e+02,   1.16474030151e+07, 9.10319111525e-02, 2.08359804431e-02
 1.65828282828e+02,   1.21494064070e+07, 8.89778683780e-02, 2.15610011295e-02
 1.65828282828e+02,   1.26514097990e+07, 8.71239896172e-02, 2.22693519648e-02
 1.65828282828e+02,   1.31534131910e+07, 8.54476233181e-02, 2.29614688239e-02
 1.65828282828e+02,   1.36554165829e+07, 8.39293785835e-02, 2.36377839953e-02
 1.65828282828e+02,   1.41574199749e+07, 8.25525418560e-02, 2.42987260908e-02
 1.65828282828e+02,   1.46594233668e+07, 8.13026139842e-02, 2.49447198738e-02
 1.65828282828e+02,   1.51614267588e+07, 8.01669398822e-02, 2.55761860015e-02
 1.65828282828e+02,   1.56634301508e+07, 7.91344101094e-02, 2.61935406865e-02
 1.65828282828e+02,   1.61654335427e+07, 7.81952188312e-02, 2.67971952812e-02
 1.65828282828e+02,   1.66674369347e+07, 7.73406663434e-02, 2.73875557974e-02
 1.65828282828e+02,   1.71694403266e+07, 7.65629970990e-02, 2.79650223757e-02
 1.65828282828e+02,   1.76714437186e+07, 7.58552662140e-02, 2.85299887206e-02
 1.65828282828e+02,   1.81734471106e+07, 7.52112289624e-02, 2.90828415198e-02
 1.65828282828e+02,   1.86754505025e+07, 7.46252489335e-02, 2.96239598662e-02
 1.65828282828e+02,   1.91774538945e+07, 7.40922214047e-02, 3.01537146984e-02
 1.65828282828e+02,   1.96794572864e+07, 7.36075091734e-02, 3.06724682747e-02
 1.65828282828e+02,   2.01814606784e+07, 7.31668886134e-02, 3.11805736915e-02
 1.65828282828e+02,   2.06834640704e+07, 7.27665041446e-02, 3.16783744534e-02
 1.65828282828e+02,   2.11854674623e+07, 7.24028296287e-02, 3.21662040987e-02
 1.65828282828e+02,   2.16874708543e+07, 7.20726354706e-02, 3.26443858810e-02
 1.65828282828e+02,   2.21894742462e+07, 7.17729604166e-02, 3.31132325032e-02
 1.65828282828e+02,   2.26914776382e+07, 7.15010872171e-02, 3.35730459015e-02
 1.65828282828e+02,   2.31934810302e+07, 7.12545214646e-02, 3.40241170747e-02
 1.65828282828e+02,   2.36954844221e+07, 7.10309730391e-02, 3.44667259517e-02
 1.65828282828e+02,   2.41974878141e+07, 7.08283396960e-02, 3.49011413000e-02
 1.65828282828e+02,   2.46994912060e+07, 7.06446924132e-02, 3.53276206681e-02
 1.65828282828e+02,   2.52014945980e+07, 7.04782621924e-02, 3.57464103675e-02
 1.65828282828e+02,   2.57034979899e+07, 7.03274280645e-02, 3.61577454961e-02
 1.65828282828e+02,   2.62055013819e+07, 7.01907061036e-02, 3.65618500068e-02
 1.65828282828e+02,   2.67075047739e+07, 7.00667392950e-02, 3.69589368298e-02
 1.65828282828e+02,   2.72095081658e+07, 6.99542881363e-02, 3.73492080508e-02
 1.65828282828e+02,   2.77115115578e+07, 6.98522218783e-02, 3.77328551528e-02
 1.65828282828e+02,   2.82135149497e+07, 6.97595103353e-02, 3.81100593242e-02
 1.65828282828e+02,   2.87155183417e+07, 6.96752162094e-02, 3.84809918321e-02
 1.65828282828e+02,   2.92175217337e+07, 6.95984878887e-02, 3.88458144611e-02
 1.65828282828e+02,   2.97195251256e+07, 6.95285526851e-02, 3.92046800107e-02
 1.65828282828e+02,   3.02215285176e+07, 6.94647104882e-02, 3.95577328446e-02
 1.65828282828e+02,   3.07235319095e+07, 6.94063278150e-02, 3.99051094806e-02
 1.65828282828e+02,   3.12255353015e+07, 6.93528322366e-02, 4.02469392100e-02
 1.65828282828e+02,   3.17275386935e+07, 6.93037071688e-02, 4.05833447309e-02
 1.65828282828e+02,   3.22295420854e+07, 6.92584870120e-02, 4.09144427839e-02
 1.65828282828e+02,   3.27315454774e+07, 6.92167526276e-02, 4.12403447755e-02
 1.65828282828e+02,   3.32335488693e+07, 6.91781271378e-02, 4.15611573762e-02
 1.65828282828e+02,   3.37355522613e+07, 6.91422720361e-02, 4.18769830828e-02
 1.65828282828e+02,   3.42375556533e+07, 6.91088835956e-02, 4.21879207374e-02
 1.65828282828e+02,   3.47395590452e+07, 6.90776895609e-02, 4.24940659939e-02
 1.65828282828e+02,   3.52415624372e+07, 6.90484461107e-02, 4.27955117298e-02
 1.65828282828e+02,   3.57435658291e+07, 6.90209350754e-02, 4.30923484004e-02
 1.65828282828e+02,   3.62455692211e+07, 6.89949613969e-02, 4.33846643359e-02
 1.65828282828e+02,   3.67475726131e+07, 6.89703508149e-02, 4.36725459824e-02
 1.65828282828e+02,   3.72495760050e+07, 6.89469477644e-02, 4.39560780918e-02
 1.65828282828e+02,   3.77515793970e+07, 6.89246134714e-02, 4.42353438633e-02
 1.65828282828e+02,   3.82535827889e+07, 6.89032242306e-02, 4.45104250427e-02
 1.65828282828e+02,   3.87555861809e+07, 6.88826698517e-02, 4.47814019854e-02
 1.65828282828e+02,   3.92575895729e+07, 6.88628522604e-02, 4.50483536878e-02
 1.65828282828e+02,   3.97595929648e+07, 6.88436842416e-02, 4.53113577944e-02
 1.65828282828e+02,   4.02615963568e+07, 6.88250883103e-02, 4.55704905852e-02
 1.65828282828e+02,   4.07635997487e+07, 6.88069957008e-02, 4.58258269480e-02
 1.65828282828e+02,   4.12656031407e+07, 6.87893454608e-02, 4.60774403412e-02
 1.65828282828e+02,   4.17676065327e+07, 6.87720836411e-02, 4.63254027518e-02
 1.65828282828e+02,   4.22696099246e+07, 6.87551625715e-02, 4.65697846499e-02
 1.65828282828e+02,   4.27716133166e+07, 6.87385402127e-02, 4.68106549439e-02
 1.65828282828e+02,   4.32736167085e+07, 6.87221795776e-02, 4.70480809400e-02
 1.65828282828e+02,   4.37756201005e+07, 6.87060482130e-02, 4.72821283060e-02
 1.65828282828e+02,   4.42776234925e+07, 6.86901177366e-02, 4.75128610413e-02
 1.65828282828e+02,   4.47796268844e+07, 6.86743634213e-02, 4.77403414551e-02
 1.65828282828e+02,   4.52816302764e+07, 6.86587638237e-02, 4.79646301518e-02
 1.65828282828e+02,   4.57836336683e+07, 6.86433004494e-02, 4.81857860259e-02
 1.65828282828e+02,   4.62856370603e+07, 6.86279574524e-02, 4.84038662652e-02
 1.65828282828e+02,   4.67876404523e+07, 6.86127213650e-02, 4.86189263605e-02
 1.65828282828e+02,   4.72896438442e+07, 6.85975808531e-02, 4.88310201265e-02
 1.65828282828e+02,   4.77916472362e+07, 6.85825264955e-02, 4.90401997266e-02
 1.65828282828e+02,   4.82936506281e+07, 6.85675505841e-02, 4.92465157071e-02
 1.65828282828e+02,   4.87956540201e+07, 6.85526469425e-02, 4.94500170358e-02
 1.65828282828e+02,   4.92976574121e+07, 6.85378107611e-02, 4.96507511459e-02
 1.65828282828e+02,   4.97996608040e+07, 6.85230384474e-02, 4.98487639852e-02
 1.65828282828e+02,   5.03016641960e+07, 6.85083274894e-02, 5.00441000680e-02
 1.65828282828e+02,   5.08036675879e+07, 6.84936763305e-02, 5.02368025302e-02
 1.65828282828e+02,   5.13056709799e+07, 6.84790842569e-02, 5.04269131854e-02
 1.65828282828e+02,   5.18076743719e+07, 6.84645512930e-02, 5.06144725840e-02
 1.65828282828e+02,   5.23096777638e+07, 6.84500781067e-02, 5.07995200716e-02
 1.65828282828e+02,   5.28116811558e+07, 6.84356659240e-02, 5.09820938470e-02
 1.65828282828e+02,   5.33136845477e+07, 6.84213164488e-02, 5.11622310213e-02
 1.65828282828e+02,   5.38156879397e+07, 6.84070317922e-02, 5.13399676743e-02
 1.65828282828e+02,   5.43176913317e+07, 6.83928144069e-02, 5.15153389098e-02
 1.65828282828e+02,   5.48196947236e+07, 6.83786670277e-02, 5.16883789101e-02
 1.65828282828e+02,   5.53216981156e+07, 6.83645926182e-02, 5.18591209867e-02
 1.65828282828e+02,   5.58237015075e+07, 6.83505943218e-02, 5.20275976302e-02
 1.65828282828e+02,   5.63257048995e+07, 6.83366754183e-02, 5.21938405570e-02
 1.65828282828e+02,   5.68277082915e+07, 6.83228392848e-02, 5.23578807529e-02
 1.65828282828e+02,   5.73297116834e+07, 6.83090893601e-02, 5.25197485152e-02
 1.65828282828e+02,   5.78317150754e+07, 6.82954291136e-02, 5.26794734916e-02
 1.65828282828e+02,   5.83337184673e+07, 6.82818620177e-02, 5.28370847155e-02
 1.65828282828e+02,   5.88357218593e+07, 6.82683915231e-02, 5.29926106407e-02
 1.65828282828e+02,   5.93377252513e+07, 6.82550210376e-02, 5.31460791709e-02
 1.65828282828e+02,   5.98397286432e+07, 6.82417539072e-02, 5.32975176893e-02
 1.65828282828e+02,   6.03417320352e+07, 6.82285934004e-02, 5.34469530839e-02
 1.65828282828e+02,   6.08437354271e+07, 6.82155426939e-02, 5.35944117720e-02
 1.65828282828e+02,   6.13457388191e+07, 6.82026048618e-02, 5.37399197210e-02
 1.65828282828e+02,   6.18477422111e+07, 6.81897828654e-02, 5.38835024686e-02
 1.65828282828e+02,   6.23497456030e+07, 6.81770795456e-02, 5.40251851403e-02
 1.65828282828e+02,   6.28517489950e+07, 6.81644976165e-02, 5.41649924655e-02
 1.65828282828e+02,   6.33537523869e+07, 6.81520396607e-02, 5.43029487926e-02
 1.65828282828e+02,   6.38557557789e+07, 6.81397081263e-02, 5.44390781006e-02
 1.65828282828e+02,   6.43577591709e+07, 6.81275053235e-02, 5.45734040120e-02
 1.65828282828e+02,   6.48597625628e+07, 6.81154334244e-02, 5.47059498028e-02
 1.65828282828e+02,   6.53617659548e+07, 6.81034944621e-02, 5.48367384119e-02
 1.65828282828e+02,   6.58637693467e+07, 6.80916903310e-02, 5.49657924496e-02
 1.65828282828e+02,   6.63657727387e+07, 6.80800227884e-02, 5.50931342050e-02
 1.65828282828e+02,   6.68677761307e+07, 6.80684934557e-02, 5.52187856529e-02
 1.65828282828e+02,   6.73697795226e+07, 6.80571038210e-02, 5.53427684598e-02
 1.65828282828e+02,   6.78717829146e+07, 6.80458552419e-02, 5.54651039896e-02
 1.65828282828e+02,   6.83737863065e+07, 6.80347489481e-02, 5.55858133085e-02
 1.65828282828e+02,   6.88757896985e+07, 6.80237860452e-02, 5.57049171896e-02
 1.65828282828e+02,   6.93777930905e+07, 6.80129675181e-02, 5.58224361167e-02
 1.65828282828e+02,   6.98797964824e+07, 6.80022942351e-02, 5.59383902889e-02
 1.65828282828e+02,   7.03817998744e+07, 6.79917669515e-02, 5.60527996237e-02
 1.65828282828e+02,   7.08838032663e+07, 6.79813863139e-02, 5.61656837604e-02
 1.65828282828e+02,   7.13858066583e+07, 6.79711528645e-02, 5.62770620632e-02
 1.65828282828e+02,   7.18878100503e+07, 6.79610670449e-02, 5.63869536251e-02
 1.65828282828e+02,   7.23898134422e+07, 6.79511292008e-02, 5.64953772693e-02
 1.65828282828e+02,   7.28918168342e+07, 6.79413395857e-02, 5.66023515537e-02
 1.65828282828e+02,   7.33938202261e+07, 6.79316983656e-02, 5.67078947723e-02
 1.65828282828e+02,   7.38958236181e+07, 6.79222056225e-02, 5.68120249592e-02
 1.65828282828e+02,   7.43978270101e+07, 6.79128613592e-02, 5.69147598898e-02
 1.65828282828e+02,   7.48998304020e+07, 6.79036655025e-02, 5.70161170852e-02
 1.65828282828e+02,   7.54018337940e+07, 6.78946179077e-02, 5.71161138137e-02
 1.65828282828e+02,   7.59038371859e+07, 6.78857183615e-02, 5.72147670943e-02
 1.65828282828e+02,   7.64058405779e+07, 6.78769665872e-02, 5.73120936984e-02
 1.65828282828e+02,   7.69078439698e+07, 6.78683622463e-02, 5.74081101540e-02
 1.65828282828e+02,   7.74098473618e+07, 6.78599049436e-02, 5.75028327472e-02
 1.65828282828e+02,   7.79118507538e+07, 6.78515942295e-02, 5.75962775256e-02
 1.65828282828e+02,   7.84138541457e+07, 6.78434296035e-02, 5.76884603012e-02
 1.65828282828e+02,   7.89158575377e+07, 6.78354105174e-02, 5.77793966532e-02
 1.65828282828e+02,   7.94178609296e+07, 6.78275363779e-02, 5.78691019306e-02
 1.65828282828e+02,   7.99198643216e+07, 6.78198065497e-02, 5.79575912555e-02
 1.65828282828e+02,   8.04218677136e+07, 6.78122203579e-02, 5.80448795262e-02
 1.65828282828e+02,   8.09238711055e+07, 6.78047770909e-02, 5.81309814196e-02
 1.65828282828e+02,   8.14258744975e+07, 6.77974760028e-02, 5.82159113945e-02
 1.65828282828e+02,   8.19278778894e+07, 6.77903163152e-02, 5.82996836951e-02
 1.65828282828e+02,   8.24298812814e+07, 6.77832972201e-02, 5.83823123532e-02
 1.65828282828e+02,   8.29318846734e+07, 6.77764178816e-02, 5.84638111919e-02
 1.65828282828e+02,   8.34338880653e+07, 6.77696774383e-02, 5.85441938283e-02
 1.65828282828e+02,   8.39358914573e+07, 6.77630750044e-02, 5.86234736768e-02
 1.65828282828e+02,   8.44378948492e+07, 6.77566096726e-02, 5.87016639522e-02
 1.65828282828e+02,   8.49398982412e+07, 6.77502805147e-02, 5.87787776723e-02
 1.65828282828e+02,   8.54419016332e+07, 6.77440865842e-02, 5.88548276619e-02
 1.65828282828e+02,   8.59439050251e+07, 6.77380269169e-02, 5.89298265547e-02
 1.65828282828e+02,   8.64459084171e+07, 6.77321005331e-02, 5.90037867978e-02
 1.65828282828e+02,   8.69479118090e+07, 6.77263064387e-02, 5.90767206529e-02
 1.65828282828e+02,   8.74499152010e+07, 6.77206436263e-02, 5.91486402009e-02
 1.65828282828e+02,   8.79519185930e+07, 6.77151110764e-02, 5.92195573447e-02
 1.65828282828e+02,   8.84539219849e+07, 6.77097077591e-02, 5.92894838109e-02
 1.65828282828e+02,   8.89559253769e+07, 6.77044326343e-02, 5.93584311546e-02
 1.65828282828e+02,   8.94579287688e+07, 6.76992846535e-02, 5.94264107610e-02
 1.65828282828e+02,   8.99599321608e+07, 6.76942627603e-02, 5.94934338488e-02
 1.65828282828e+02,   9.04619355528e+07, 6.76893658914e-02, 5.95595114729e-02
 1.65828282828e+02,   9.09639389447e+07, 6.76845929774e-02, 5.96246545280e-02
 1.65828282828e+02,   9.14659423367e+07, 6.76799429437e-02, 5.96888737502e-02
 1.65828282828e+02,   9.19679457286e+07, 6.76754147112e-02, 5.97521797206e-02
 1.65828282828e+02,   9.24699491206e+07, 6.76710071971e-02, 5.98145828675e-02
 1.65828282828e+02,   9.29719525126e+07, 6.76667193149e-02, 5.98760934703e-02
 1.65828282828e+02,   9.34739559045e+07, 6.76625499762e-02, 5.99367216605e-02
 1.65828282828e+02,   9.39759592965e+07, 6.76584980902e-02, 5.99964774254e-02
 1.65828282828e+02,   9.44779626884e+07, 6.76545625645e-02, 6.00553706109e-02
 1.65828282828e+02,   9.49799660804e+07, 6.76507423062e-02, 6.01134109228e-02
 1.65828282828e+02,   9.54819694724e+07, 6.76470362216e-02, 6.01706079308e-02
 1.65828282828e+02,   9.59839728643e+07, 6.76434432168e-02, 6.02269710700e-02
 1.65828282828e+02,   9.64859762563e+07, 6.76399621986e-02, 6.02825096439e-02
 1.65828282828e+02,   9.69879796482e+07, 6.76365920741e-02, 6.03372328263e-02
 1.65828282828e+02,   9.74899830402e+07, 6.76333317519e-02, 6.03911496637e-02
 1.65828282828e+02,   9.79919864322e+07, 6.76301801418e-02, 6.04442690784e-02
 1.65828282828e+02,   9.84939898241e+07, 6.76271361554e-02, 6.04965998692e-02
 1.65828282828e+02,   9.89959932161e+07, 6.76241987059e-02, 6.05481507159e-02
 1.65828282828e+02,   9.94979966080e+07, 6.76213667095e-02, 6.05989301789e-02
 1.65828282828e+02,   1.00000000000e+08, 6.76186390843e-02, 6.06489467034e-02
 1.67838383838e+02,   1.01325000000e+05, 7.25374910084e+00, -1.63470288631e-03
 1.67838383838e+02,   6.03328391960e+05, 1.23879856515e+00, -3.67653349089e-04
 1.67838383838e+02,   1.10533178392e+06, 6.87687504942e-01, 8.71387377798e-04
 1.67838383838e+02,   1.60733517588e+06, 4.81016400218e-01, 2.08291523529e-03
 1.67838383838e+02,   2.10933856784e+06, 3.72867901850e-01, 3.26743001043e-03
 1.67838383838e+02,   2.61134195980e+06, 3.06424972590e-01, 4.42543422177e-03
 1.67838383838e+02,   3.11334535176e+06, 2.61515909772e-01, 5.55743205990e-03
 1.67838383838e+02,   3.61534874372e+06, 2.29172700195e-01, 6.66392839250e-03
 1.67838383838e+02,   4.11735213568e+06, 2.04801032804e-01, 7.74542784249e-03
 1.67838383838e+02,   4.61935552764e+06, 1.85803758716e-01, 8.80243394619e-03
 1.67838383838e+02,   5.12135891960e+06, 1.70602062711e-01, 9.83544839775e-03
 1.67838383838e+02,   5.62336231156e+06, 1.58180920073e-01, 1.08449703843e-02
 1.67838383838e+02,   6.12536570352e+06, 1.47858064632e-01, 1.18314960153e-02
 1.67838383838e+02,   6.62736909548e+06, 1.39157955848e-01, 1.27955178473e-02
 1.67838383838e+02,   7.12937248744e+06, 1.31738991525e-01, 1.37375245041e-02
 1.67838383838e+02,   7.63137587940e+06, 1.25349448094e-01, 1.46580003901e-02
 1.67838383838e+02,   8.13337927136e+06, 1.19799736721e-01, 1.55574254928e-02
 1.67838383838e+02,   8.63538266332e+06, 1.14944335825e-01, 1.64362752672e-02
 1.67838383838e+02,   9.13738605528e+06, 1.10669678685e-01, 1.72950205960e-02
 1.67838383838e+02,   9.63938944724e+06, 1.06885825294e-01, 1.81341278109e-02
 1.67838383838e+02,   1.01413928392e+07, 1.03520607239e-01, 1.89540587673e-02
 1.67838383838e+02,   1.06433962312e+07, 1.00515429201e-01, 1.97552709539e-02
 1.67838383838e+02,   1.11453996231e+07, 9.78222048424e-02, 2.05382176239e-02
 1.67838383838e+02,   1.16474030151e+07, 9.54010849300e-02, 2.13033479298e-02
 1.67838383838e+02,   1.21494064070e+07, 9.32187486640e-02, 2.20511070460e-02
 1.67838383838e+02,   1.26514097990e+07, 9.12471018860e-02, 2.27819362625e-02
 1.67838383838e+02,   1.31534131910e+07, 8.94622735855e-02, 2.34962730339e-02
 1.67838383838e+02,   1.36554165829e+07, 8.78438340595e-02, 2.41945509706e-02
 1.67838383838e+02,   1.41574199749e+07, 8.63741798266e-02, 2.48771997638e-02
 1.67838383838e+02,   1.46594233668e+07, 8.50380454323e-02, 2.55446450344e-02
 1.67838383838e+02,   1.51614267588e+07, 8.38221128453e-02, 2.61973081051e-02
 1.67838383838e+02,   1.56634301508e+07, 8.27146966392e-02, 2.68356056968e-02
 1.67838383838e+02,   1.61654335427e+07, 8.17054885736e-02, 2.74599495538e-02
 1.67838383838e+02,   1.66674369347e+07, 8.07853491148e-02, 2.80707460084e-02
 1.67838383838e+02,   1.71694403266e+07, 7.99461363425e-02, 2.86683954961e-02
 1.67838383838e+02,   1.76714437186e+07, 7.91805648404e-02, 2.92532920394e-02
 1.67838383838e+02,   1.81734471106e+07, 7.84820887889e-02, 2.98258227116e-02
 1.67838383838e+02,   1.86754505025e+07, 7.78448047014e-02, 3.03863671030e-02
 1.67838383838e+02,   1.91774538945e+07, 7.72633701825e-02, 3.09352968002e-02
 1.67838383838e+02,   1.96794572864e+07, 7.67329358082e-02, 3.14729748947e-02
 1.67838383838e+02,   2.01814606784e+07, 7.62490877846e-02, 3.19997555306e-02
 1.67838383838e+02,   2.06834640704e+07, 7.58077994871e-02, 3.25159834983e-02
 1.67838383838e+02,   2.11854674623e+07, 7.54053903217e-02, 3.30219938793e-02
 1.67838383838e+02,   2.16874708543e+07, 7.50384906338e-02, 3.35181117424e-02
 1.67838383838e+02,   2.21894742462e+07, 7.47040116117e-02, 3.40046518883e-02
 1.67838383838e+02,   2.26914776382e+07, 7.43991193120e-02, 3.44819186418e-02
 1.67838383838e+02,   2.31934810302e+07, 7.41212120907e-02, 3.49502056846e-02
 1.67838383838e+02,   2.36954844221e+07, 7.38679008426e-02, 3.54097959254e-02
 1.67838383838e+02,   2.41974878141e+07, 7.36369915599e-02, 3.58609614066e-02
 1.67838383838e+02,   2.46994912060e+07, 7.34264698092e-02, 3.63039632410e-02
 1.67838383838e+02,   2.52014945980e+07, 7.32344867969e-02, 3.67390515846e-02
 1.67838383838e+02,   2.57034979899e+07, 7.30593467595e-02, 3.71664656442e-02
 1.67838383838e+02,   2.62055013819e+07, 7.28994954654e-02, 3.75864337249e-02
 1.67838383838e+02,   2.67075047739e+07, 7.27535096561e-02, 3.79991733238e-02
 1.67838383838e+02,   2.72095081658e+07, 7.26200872957e-02, 3.84048912737e-02
 1.67838383838e+02,   2.77115115578e+07, 7.24980385202e-02, 3.88037839431e-02
 1.67838383838e+02,   2.82135149497e+07, 7.23862772066e-02, 3.91960374962e-02
 1.67838383838e+02,   2.87155183417e+07, 7.22838130962e-02, 3.95818282153e-02
 1.67838383838e+02,   2.92175217337e+07, 7.21897444222e-02, 3.99613228843e-02
 1.67838383838e+02,   2.97195251256e+07, 7.21032510044e-02, 4.03346792304e-02
 1.67838383838e+02,   3.02215285176e+07, 7.20235877759e-02, 4.07020464204e-02
 1.67838383838e+02,   3.07235319095e+07, 7.19500787220e-02, 4.10635655998e-02
 1.67838383838e+02,   3.12255353015e+07, 7.18821112048e-02, 4.14193704675e-02
 1.67838383838e+02,   3.17275386935e+07, 7.18191306593e-02, 4.17695878726e-02
 1.67838383838e+02,   3.22295420854e+07, 7.17606356437e-02, 4.21143384220e-02
 1.67838383838e+02,   3.27315454774e+07, 7.17061732283e-02, 4.24537370839e-02
 1.67838383838e+02,   3.32335488693e+07, 7.16553347103e-02, 4.27878937782e-02
 1.67838383838e+02,   3.37355522613e+07, 7.16077516400e-02, 4.31169139390e-02
 1.67838383838e+02,   3.42375556533e+07, 7.15630921444e-02, 4.34408990424e-02
 1.67838383838e+02,   3.47395590452e+07, 7.15210575355e-02, 4.37599470907e-02
 1.67838383838e+02,   3.52415624372e+07, 7.14813791889e-02, 4.40741530479e-02
 1.67838383838e+02,   3.57435658291e+07, 7.14438156784e-02, 4.43836092214e-02
